age,workclass,education,marital-status,occupation,sex,hours-per-week,native-country,income
22, Private, Some-college, Never-married, Exec-managerial, Female,40, ?, <=50K
59, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, Male,85, United-States, <=50K
36, Private, Some-college, Never-married, Craft-repair, Male,40, United-States, <=50K
40, Private, 7th-8th, Never-married, Farming-fishing, Male,40, United-States, <=50K
18, Private, 10th, Never-married, Sales, Female,40, United-States, <=50K
62, ?, HS-grad, Married-civ-spouse, ?, Male,40, United-States, <=50K
63, Private, HS-grad, Divorced, Sales, Female,40, United-States, <=50K
29, Private, Masters, Never-married, Prof-specialty, Female,80, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Female,45, United-States, >50K
47, State-gov, Doctorate, Divorced, Prof-specialty, Male,50, France, >50K
20, Local-gov, HS-grad, Never-married, Adm-clerical, Male,40, United-States, <=50K
48, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Male,45, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Adm-clerical, Male,30, Mexico, <=50K
22, Private, HS-grad, Never-married, Tech-support, Female,40, United-States, <=50K
42, Private, Assoc-acdm, Widowed, Tech-support, Female,24, United-States, <=50K
36, Private, Assoc-voc, Divorced, Craft-repair, Male,40, United-States, <=50K
60, Private, 10th, Divorced, Other-service, Female,40, United-States, <=50K
41, Federal-gov, HS-grad, Separated, Exec-managerial, Female,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Male,40, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Male,38, United-States, >50K
34, Private, 7th-8th, Married-civ-spouse, Other-service, Female,40, United-States, <=50K
32, Private, HS-grad, Never-married, Transport-moving, Female,35, United-States, <=50K
22, ?, Some-college, Never-married, ?, Female,20, United-States, <=50K
52, Private, 9th, Widowed, Other-service, Female,25, Puerto-Rico, <=50K
27, Private, Assoc-acdm, Never-married, Sales, Male,40, United-States, <=50K
60, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Male,40, United-States, >50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Female,40, United-States, >50K
34, Self-emp-not-inc, Bachelors, Never-married, Sales, Male,62, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Male,40, United-States, >50K
35, Private, Some-college, Separated, Other-service, Female,25, United-States, <=50K
39, Federal-gov, Bachelors, Divorced, Exec-managerial, Female,40, United-States, <=50K
64, Private, Some-college, Widowed, Adm-clerical, Female,40, United-States, <=50K
17, Self-emp-not-inc, 11th, Never-married, Farming-fishing, Male,20, United-States, <=50K
29, State-gov, Masters, Never-married, Exec-managerial, Male,40, ?, <=50K
37, Local-gov, Assoc-voc, Married-civ-spouse, Protective-serv, Male,40, United-States, >50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Male,45, United-States, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Male,25, United-States, <=50K
17, Private, 10th, Never-married, Sales, Female,12, United-States, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Male,40, Guatemala, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Male,40, India, <=50K
27, Self-emp-not-inc, Bachelors, Never-married, Sales, Male,50, United-States, <=50K
69, Self-emp-inc, Bachelors, Separated, Exec-managerial, Male,40, United-States, <=50K
30, Private, HS-grad, Married-spouse-absent, Adm-clerical, Male,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Male,40, Puerto-Rico, <=50K
17, ?, 10th, Never-married, ?, Male,40, United-States, <=50K
61, Private, 7th-8th, Married-civ-spouse, Transport-moving, Male,40, United-States, <=50K
70, Private, 7th-8th, Widowed, Other-service, Female,38, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Tech-support, Male,40, United-States, >50K
21, ?, HS-grad, Never-married, ?, Male,40, United-States, <=50K
27, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Male,50, United-States, >50K
27, Private, Bachelors, Never-married, Other-service, Female,40, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Female,25, United-States, <=50K
44, State-gov, Masters, Married-civ-spouse, Prof-specialty, Male,60, United-States, >50K
36, Private, Some-college, Never-married, Adm-clerical, Female,40, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Exec-managerial, Male,50, United-States, >50K
29, Private, Bachelors, Never-married, Prof-specialty, Female,60, Poland, <=50K
34, Federal-gov, Bachelors, Married-civ-spouse, Protective-serv, Male,54, United-States, >50K
28, Local-gov, Bachelors, Never-married, Prof-specialty, Male,50, United-States, <=50K
34, Private, 5th-6th, Never-married, Handlers-cleaners, Male,40, El-Salvador, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Female,20, United-States, <=50K
39, Private, Some-college, Divorced, Farming-fishing, Female,45, United-States, <=50K
34, Private, Some-college, Never-married, Handlers-cleaners, Male,40, United-States, <=50K
35, Local-gov, Masters, Divorced, Adm-clerical, Female,41, United-States, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Male,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Sales, Male,70, United-States, <=50K
50, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Male,45, United-States, >50K
68, Private, Some-college, Divorced, Exec-managerial, Male,30, United-States, <=50K
35, Private, 11th, Never-married, Machine-op-inspct, Male,50, United-States, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Male,40, United-States, <=50K
43, Local-gov, Masters, Divorced, Prof-specialty, Female,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Farming-fishing, Male,40, United-States, <=50K
34, Private, Some-college, Never-married, Exec-managerial, Female,17, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Male,40, United-States, <=50K
50, Private, Some-college, Divorced, Sales, Female,40, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Female,40, United-States, <=50K
20, Private, HS-grad, Never-married, Farming-fishing, Male,40, United-States, <=50K
18, ?, HS-grad, Never-married, ?, Female,40, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Male,40, United-States, <=50K
71, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Male,28, United-States, <=50K
55, Private, HS-grad, Divorced, Adm-clerical, Female,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Female,8, United-States, <=50K
36, Private, Some-college, Widowed, Prof-specialty, Female,40, United-States, <=50K
25, ?, Bachelors, Married-civ-spouse, ?, Male,40, United-States, <=50K
39, Local-gov, 12th, Married-civ-spouse, Transport-moving, Male,40, Nicaragua, >50K
27, Private, Bachelors, Never-married, Other-service, Male,40, Philippines, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Female,40, United-States, <=50K
22, Private, HS-grad, Married-spouse-absent, Sales, Male,40, United-States, <=50K
57, Private, Assoc-voc, Never-married, Craft-repair, Male,40, United-States, >50K
34, Private, Some-college, Never-married, Craft-repair, Male,28, United-States, <=50K
31, Private, Masters, Never-married, Prof-specialty, Female,60, United-States, <=50K
24, Private, Bachelors, Never-married, Sales, Male,40, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Never-married, Other-service, Male,60, Jamaica, <=50K
30, Private, Some-college, Divorced, Prof-specialty, Female,40, England, <=50K
17, Private, 11th, Never-married, Adm-clerical, Female,32, United-States, <=50K
26, Self-emp-inc, HS-grad, Separated, Sales, Female,20, Honduras, <=50K
32, Private, 1st-4th, Never-married, Farming-fishing, Male,50, Mexico, <=50K
55, Private, 10th, Married-civ-spouse, Exec-managerial, Male,45, United-States, <=50K
19, Private, 12th, Married-spouse-absent, Other-service, Female,20, United-States, <=50K
28, Private, Masters, Divorced, Prof-specialty, Female,50, United-States, <=50K
55, ?, HS-grad, Married-civ-spouse, ?, Female,40, United-States, <=50K
49, Private, Prof-school, Married-civ-spouse, Prof-specialty, Male,60, United-States, >50K
23, Private, Bachelors, Never-married, Exec-managerial, Male,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Male,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Male,40, United-States, >50K
23, Private, Some-college, Never-married, Craft-repair, Male,40, United-States, <=50K
59, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Male,40, United-States, >50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Male,35, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Male,40, United-States, <=50K
28, ?, Bachelors, Married-spouse-absent, ?, Female,10, Taiwan, <=50K
44, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Male,50, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Male,48, United-States, <=50K
50, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Male,45, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Male,45, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Male,50, United-States, <=50K
34, Private, HS-grad, Divorced, Transport-moving, Male,40, United-States, <=50K
46, Private, Masters, Married-civ-spouse, Exec-managerial, Male,40, United-States, >50K
28, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Male,60, United-States, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Male,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Tech-support, Male,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,40, United-States, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Male,50, United-States, >50K
90, ?, Some-college, Never-married, ?, Male,10, South, <=50K
35, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Male,55, United-States, >50K
20, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Male,40, United-States, <=50K
42, Private, Masters, Divorced, Prof-specialty, Female,16, United-States, <=50K
56, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Female,45, United-States, <=50K
31, Private, Bachelors, Never-married, Sales, Male,45, United-States, <=50K
23, Private, HS-grad, Never-married, Tech-support, Male,50, United-States, <=50K
60, Private, HS-grad, Never-married, Handlers-cleaners, Male,40, United-States, <=50K
28, Private, Some-college, Never-married, Craft-repair, Male,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Transport-moving, Male,60, United-States, >50K
36, Private, Masters, Never-married, Exec-managerial, Female,40, United-States, >50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Male,60, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Male,48, United-States, >50K
27, Private, HS-grad, Never-married, Sales, Male,40, United-States, <=50K
49, Private, HS-grad, Divorced, Exec-managerial, Male,50, United-States, <=50K
48, Private, HS-grad, Divorced, Other-service, Female,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,50, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Male,65, United-States, >50K
27, Private, Assoc-acdm, Never-married, Sales, Male,40, United-States, <=50K
31, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Male,40, ?, <=50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Male,40, United-States, <=50K
24, Private, HS-grad, Divorced, Handlers-cleaners, Male,30, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Male,40, United-States, <=50K
36, Private, Assoc-voc, Divorced, Sales, Female,40, United-States, <=50K
38, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Male,45, United-States, <=50K
57, Private, 5th-6th, Married-civ-spouse, Transport-moving, Male,40, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Farming-fishing, Male,50, United-States, >50K
41, State-gov, HS-grad, Married-civ-spouse, Tech-support, Male,40, United-States, <=50K
56, State-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Male,60, United-States, >50K
19, Private, HS-grad, Never-married, Adm-clerical, Female,40, United-States, <=50K
44, Private, HS-grad, Never-married, Other-service, Male,32, United-States, <=50K
34, Private, Assoc-voc, Never-married, Craft-repair, Female,40, United-States, <=50K
25, Private, Bachelors, Never-married, Exec-managerial, Male,40, United-States, <=50K
27, State-gov, HS-grad, Married-civ-spouse, Tech-support, Male,40, United-States, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Male,40, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Craft-repair, Male,55, United-States, >50K
34, Private, 11th, Married-civ-spouse, Transport-moving, Male,50, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Male,65, United-States, >50K
21, Private, Some-college, Never-married, Adm-clerical, Female,38, United-States, <=50K
24, Private, Some-college, Never-married, Handlers-cleaners, Male,40, Italy, <=50K
19, ?, Some-college, Never-married, ?, Female,15, United-States, <=50K
82, ?, Some-college, Widowed, ?, Male,3, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Sales, Male,50, United-States, >50K
32, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Male,40, United-States, <=50K
45, Private, Some-college, Divorced, Adm-clerical, Female,45, United-States, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Female,40, United-States, <=50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Male,55, United-States, <=50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Female,5, United-States, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Female,44, United-States, <=50K
60, Private, Some-college, Married-civ-spouse, Craft-repair, Male,40, Columbia, <=50K
28, Private, Assoc-voc, Never-married, Sales, Female,40, United-States, <=50K
38, Federal-gov, Some-college, Divorced, Exec-managerial, Female,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,50, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Other-service, Male,35, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Other-service, Female,23, United-States, <=50K
40, Local-gov, 9th, Married-civ-spouse, Other-service, Female,40, Yugoslavia, >50K
24, Private, Some-college, Never-married, Other-service, Male,40, United-States, <=50K
37, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Male,60, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,40, United-States, <=50K
39, Private, Bachelors, Never-married, Exec-managerial, Male,40, United-States, <=50K
22, Private, 9th, Married-spouse-absent, Other-service, Male,35, Mexico, <=50K
46, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Male,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Male,43, United-States, <=50K
34, Private, Some-college, Divorced, Adm-clerical, Female,40, United-States, <=50K
42, Private, Some-college, Divorced, Sales, Female,43, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,40, United-States, <=50K
35, Private, HS-grad, Never-married, Sales, Female,40, United-States, <=50K
60, Private, Prof-school, Married-civ-spouse, Prof-specialty, Male,16, United-States, <=50K
33, Private, Some-college, Never-married, Craft-repair, Male,40, United-States, >50K
22, Private, HS-grad, Married-civ-spouse, Transport-moving, Male,80, United-States, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Male,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Male,40, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,40, United-States, <=50K
37, Self-emp-not-inc, 11th, Married-civ-spouse, Transport-moving, Male,45, United-States, <=50K
63, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Farming-fishing, Male,60, United-States, >50K
46, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Male,38, United-States, >50K
48, Private, HS-grad, Separated, Machine-op-inspct, Female,40, United-States, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Female,40, United-States, <=50K
65, Private, Some-college, Widowed, Prof-specialty, Female,20, Hungary, <=50K
39, Private, HS-grad, Never-married, Adm-clerical, Female,40, United-States, >50K
43, Private, Bachelors, Divorced, Exec-managerial, Female,40, United-States, >50K
28, Private, 10th, Married-civ-spouse, Craft-repair, Male,40, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Female,35, United-States, >50K
24, State-gov, Bachelors, Never-married, Prof-specialty, Male,20, United-States, <=50K
48, Private, HS-grad, Divorced, Transport-moving, Male,40, United-States, <=50K
35, Private, Some-college, Never-married, Other-service, Male,40, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Transport-moving, Male,40, United-States, <=50K
42, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Male,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Exec-managerial, Male,40, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Male,50, United-States, >50K
40, Private, Prof-school, Never-married, Exec-managerial, Female,40, Cuba, <=50K
39, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Male,40, United-States, <=50K
43, ?, Bachelors, Married-civ-spouse, ?, Male,40, United-States, <=50K
43, Local-gov, HS-grad, Divorced, Protective-serv, Female,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,38, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Male,45, United-States, >50K
30, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Male,40, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Sales, Male,65, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Male,40, United-States, <=50K
37, Private, Assoc-acdm, Never-married, Sales, Female,40, United-States, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Female,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,42, United-States, <=50K
35, ?, Some-college, Divorced, ?, Female,36, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Male,45, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Craft-repair, Male,44, United-States, >50K
40, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Male,50, United-States, >50K
34, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Male,48, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Male,40, United-States, <=50K
47, Self-emp-not-inc, Some-college, Widowed, Other-service, Female,35, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Male,40, ?, >50K
45, Private, HS-grad, Married-spouse-absent, Adm-clerical, Female,30, United-States, <=50K
53, Private, HS-grad, Separated, Craft-repair, Male,35, United-States, <=50K
52, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Male,40, Philippines, <=50K
64, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Male,40, United-States, >50K
42, Private, Masters, Never-married, Exec-managerial, Male,45, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Tech-support, Male,44, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Sales, Male,50, United-States, >50K
53, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Male,43, United-States, >50K
25, Private, HS-grad, Never-married, Craft-repair, Male,35, United-States, <=50K
20, Private, 11th, Separated, Other-service, Female,40, United-States, <=50K
29, Private, Assoc-voc, Never-married, Priv-house-serv, Female,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,40, United-States, <=50K
45, Private, Doctorate, Married-civ-spouse, Prof-specialty, Female,30, United-States, >50K
56, Private, HS-grad, Married-civ-spouse, Sales, Female,35, United-States, <=50K
38, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Male,40, United-States, >50K
62, Private, HS-grad, Married-civ-spouse, Sales, Male,40, Philippines, <=50K
28, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Male,60, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Male,40, United-States, <=50K
24, Private, Bachelors, Never-married, Sales, Male,40, United-States, <=50K
65, Private, Bachelors, Married-civ-spouse, Adm-clerical, Male,34, United-States, <=50K
40, Private, HS-grad, Separated, Handlers-cleaners, Male,30, United-States, <=50K
31, Private, Bachelors, Never-married, Prof-specialty, Male,40, United-States, <=50K
35, Private, HS-grad, Divorced, Transport-moving, Male,60, United-States, <=50K
42, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Male,40, South, >50K
20, Private, HS-grad, Never-married, Sales, Female,30, United-States, <=50K
30, Local-gov, Some-college, Divorced, Adm-clerical, Female,40, United-States, <=50K
25, Private, Bachelors, Never-married, Exec-managerial, Male,45, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Male,40, United-States, <=50K
65, ?, HS-grad, Widowed, ?, Female,10, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Prof-specialty, Female,40, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Exec-managerial, Male,50, United-States, >50K
51, Private, HS-grad, Divorced, Other-service, Male,32, Haiti, <=50K
36, Self-emp-not-inc, 10th, Married-civ-spouse, Farming-fishing, Male,60, United-States, <=50K
44, State-gov, Some-college, Divorced, Adm-clerical, Female,40, United-States, <=50K
49, Private, Masters, Divorced, Exec-managerial, Male,45, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,40, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Prof-specialty, Male,40, United-States, >50K
33, Self-emp-not-inc, Some-college, Never-married, Sales, Male,65, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Adm-clerical, Male,40, United-States, >50K
74, State-gov, Doctorate, Never-married, Prof-specialty, Female,20, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Male,45, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Male,40, United-States, >50K
39, Private, HS-grad, Never-married, Machine-op-inspct, Female,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Male,65, United-States, >50K
56, Private, Bachelors, Married-civ-spouse, Prof-specialty, Male,40, United-States, >50K
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Male,40, United-States, >50K
17, Private, 11th, Never-married, Priv-house-serv, Female,40, United-States, <=50K
28, Private, 9th, Divorced, Prof-specialty, Female,40, United-States, <=50K
18, ?, 10th, Never-married, ?, Male,40, United-States, <=50K
42, Private, Masters, Divorced, Adm-clerical, Female,25, United-States, <=50K
39, Private, Some-college, Separated, Adm-clerical, Female,40, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Male,40, United-States, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Male,10, United-States, <=50K
36, Private, Some-college, Never-married, Adm-clerical, Female,40, United-States, <=50K
56, Private, 10th, Widowed, Machine-op-inspct, Female,40, United-States, <=50K
49, Private, 5th-6th, Married-civ-spouse, Craft-repair, Male,40, United-States, <=50K
47, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Male,80, United-States, <=50K
44, Private, Some-college, Separated, Adm-clerical, Female,40, United-States, <=50K
40, Private, 1st-4th, Never-married, Other-service, Male,45, El-Salvador, <=50K
43, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Male,40, United-States, >50K
62, Private, 12th, Married-civ-spouse, Farming-fishing, Male,48, Germany, <=50K
52, Private, Prof-school, Married-civ-spouse, Prof-specialty, Female,30, United-States, >50K
25, Private, HS-grad, Never-married, Other-service, Female,40, United-States, <=50K
63, Self-emp-inc, Masters, Divorced, Prof-specialty, Male,70, United-States, >50K
51, Private, Doctorate, Married-civ-spouse, Prof-specialty, Male,99, South, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Female,40, United-States, <=50K
62, ?, Some-college, Married-civ-spouse, ?, Male,40, United-States, <=50K
27, Private, HS-grad, Never-married, Sales, Female,40, United-States, <=50K
48, Federal-gov, Some-college, Never-married, Adm-clerical, Male,30, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Male,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Sales, Male,45, United-States, <=50K
30, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Male,40, United-States, <=50K
45, State-gov, Masters, Divorced, Exec-managerial, Female,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, Male,50, United-States, <=50K
41, Private, Bachelors, Divorced, Other-service, Male,37, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Other-service, Male,40, United-States, <=50K
70, Self-emp-inc, Bachelors, Divorced, Exec-managerial, Female,55, United-States, <=50K
55, Private, 11th, Never-married, Machine-op-inspct, Female,40, United-States, <=50K
35, Private, Bachelors, Never-married, Other-service, Female,45, United-States, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Male,38, United-States, <=50K
29, Private, Some-college, Never-married, Tech-support, Male,60, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Other-service, Female,40, United-States, <=50K
45, Private, 11th, Married-civ-spouse, Craft-repair, Male,40, ?, <=50K
39, Federal-gov, Bachelors, Divorced, Prof-specialty, Female,60, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Male,20, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Male,40, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Male,45, United-States, <=50K
38, Private, HS-grad, Never-married, Machine-op-inspct, Male,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Transport-moving, Male,40, United-States, >50K
25, ?, HS-grad, Married-civ-spouse, ?, Female,4, United-States, <=50K
38, Private, 11th, Never-married, Other-service, Female,40, United-States, <=50K
23, Private, Some-college, Never-married, Farming-fishing, Male,45, United-States, <=50K
40, Private, Assoc-voc, Divorced, Prof-specialty, Male,40, United-States, <=50K
36, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Male,50, ?, >50K
20, Private, Some-college, Never-married, Sales, Female,20, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Male,48, United-States, <=50K
44, Private, Some-college, Separated, Adm-clerical, Female,38, United-States, <=50K
49, Self-emp-inc, Bachelors, Married-civ-spouse, Adm-clerical, Male,40, United-States, >50K
22, Private, Assoc-acdm, Never-married, Adm-clerical, Female,40, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Female,40, United-States, <=50K
47, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Male,40, United-States, <=50K
48, Private, HS-grad, Widowed, Other-service, Female,25, United-States, <=50K
28, Self-emp-inc, HS-grad, Never-married, Exec-managerial, Male,40, United-States, <=50K
37, Federal-gov, Some-college, Separated, Exec-managerial, Male,55, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Male,40, United-States, <=50K
20, ?, 12th, Never-married, ?, Female,35, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Adm-clerical, Male,40, United-States, >50K
36, Private, Masters, Never-married, Exec-managerial, Male,15, United-States, <=50K
77, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Male,30, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Male,35, United-States, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Female,40, United-States, <=50K
30, Private, Assoc-acdm, Never-married, Tech-support, Female,40, United-States, <=50K
51, Local-gov, Assoc-voc, Divorced, Adm-clerical, Female,50, United-States, <=50K
22, Private, Some-college, Divorced, Sales, Female,30, Philippines, <=50K
23, Private, Some-college, Never-married, Sales, Male,25, United-States, <=50K
47, Private, Doctorate, Married-civ-spouse, Exec-managerial, Male,50, United-States, >50K
17, Private, 12th, Never-married, Sales, Male,20, United-States, <=50K
